###FILE ALREADY PARSED###
35806.86 0 1
35892.57 0 2
35978.29 0 4
36064 0 6
36064 0 1
36149.71 0 2
36235.43 0 3
36321.14 0 4
36406.86 0 6
36492.57 0 5
36578.29 0 1
36578.29 0 4
36749.71 0 2
36749.71 0 4
36921.14 0 5
37006.86 0 6
37092.57 0 7
37092.57-37435.43 0 3
37435.43 0 6
37435.43-37778.29 0 5
37778.29-38121.15 0 4
37949.71 0 7
38121.14-38464 0 2
38121.14 0 6
38464 0 3
38464 0 7
38549.71 0 1
38635.43 0 2
38721.14 0 4
38806.86 0 1
38806.86 0 6
38892.57 0 2
38978.29 0 3
39064 0 4
39149.71 0 6
39235.43 0 5
39321.14 0 4
39321.14 0 1
39492.57 0 4
39492.57 0 2
39664 0 5
39749.71 0 6
39835.43 0 7
39835.43 0 4
39921.14 0 1
40006.86 0 5
40092.57 0 4
40178.29 0 6
40178.29 0 1
40264 0 2
40349.71 0 3
40435.43 0 4
40521.14 0 7
40606.86 0 6
40692.57 0 5
40692.57 0 1
40778.29 0 4
40864 0 6
40864 0 2
40949.71 0 5
41035.43 0 4
41121.14 0 6
41206.86 0 3
41206.86 0 7
41292.57 0 1
41378.29 0 2
41464 0 4
41549.71 0 1
41549.71 0 6
41635.43 0 2
41721.14 0 3
41806.86 0 4
41892.57 0 6
41978.29 0 5
42064 0 4
42064 0 1
42235.43 0 4
42235.43 0 2
42406.86 0 5
42492.57 0 6
42578.29-42921.15 0 3
42578.29 0 7
42921.14-43264 0 5
42921.14 0 6
43264-43606.86 0 4
43435.43 0 7
43606.86 0 6
43606.86-43949.72 0 2
43949.71 0 7
43949.71 0 4
43949.71 0 1
44035.43 0 5
44206.86 0 4
44292.57 0 5
44464 0 3
44549.71 0 2
44721.14 0 3
44806.86 0 2
44978.29 0 3
45149.71 0 2
45321.14 0 5
45406.86 0 6
45578.29 0 5
45664 0 6
45835.43 0 3
45921.14 0 4
46092.57 0 3
46178.29 0 4
46349.71 0 3
46521.14 0 4
46692.57 0 3
46778.29 0 5
46949.71 0 3
47035.43 0 5
47206.86 0 4
47292.57 0 2
47464 0 4
47549.71 0 2
47721.14 0 4
47892.57 0 2
48064 0 4
48149.71 0 6
48321.14 0 4
48406.86 0 6
48578.29 0 3
48664 0 5
48835.43 0 3
48921.14 0 5
49092.57 0 3
49264 0 5
49435.43 0 1
49435.43 0 7
49778.29 0 7
49778.29 0 1
49949.71 0 6
49949.71 0 2
50292.57 0 6
50292.57 0 2
50464 0 5
50464 0 3
50806.86 0 5
50806.86 0 3
51149.71 0 5
51149.71 0 3
51321.14 0 6
51321.14 0 2
51664 0 6
51664 0 2
51835.43 0 7
51835.43 0 1
52178.29 0 7
52178.29 0 3
52521.14 0 6
52521.14 0 2
52692.57 0 7
52692.57 0 3
53035.43 0 7
53035.43 0 3
53206.86 0 6
53206.86 0 2
53549.71 0 5
53549.71 0 1
53892.57 0 6
53892.57 0 2
54064 0 7
54064 0 3
54406.86 0 6
54406.86 0 2
54578.29 0 4
54921.14 0 6
54921.14 0 4
54921.14 0 1
55264 0 2
55264 0 4
55264 0 6
55435.43 0 3
55435.43 0 7
55778.29 0 1
55778.29 0 3
55778.29 0 7
55949.71 0 2
55949.71 0 4
55949.71 0 6
56292.57 0 5
56292.57 0 3
56292.57 0 1
56635.43 0 5
56635.43 0 3
56635.43 0 2
56806.86 0 4
56806.86 0 6
57149.71 0 6
57149.71 0 4
57149.71 0 1
57321.14 0 2
57321.14 0 5
57321.14 0 7
57664 0 7
57664 0 3
57664 0 5
58006.86 0 6
58006.86 0 2
58006.86 0 4
58178.29 0 3
58178.29 0 5
58521.14 0 5
58521.14 0 3
58521.14 0 7
58692.57 0 4
58692.57 0 2
58692.57 0 6
59035.43 0 7
59035.43 0 1
59035.43 0 3
59378.29 0 4
59378.29 0 2
59378.29 0 6
59549.71 0 3
59549.71 0 5
59892.57 0 4
59892.57 0 2
59892.57 0 7
60064 0 6
60064 0 5
60064 0 3
60235.43 0 2
60406.86 0 4
60406.86 0 6
60406.86 0 1
60749.71 0 4
60749.71 0 6
60749.71 0 2
60921.14 0 7
60921.14 0 3
61264 0 3
61264 0 7
61264 0 1
61435.43 0 4
61435.43 0 6
61435.43 0 2
61778.29 0 1
61778.29 0 5
61778.29 0 3
62121.14 0 3
62121.14 0 5
62121.14 0 2
62292.57 0 6
62292.57 0 4
62635.43 0 4
62635.43 0 6
62635.43 0 1
62806.86 0 5
62806.86 0 7
62806.86 0 2
63149.71 0 3
63149.71 0 5
63149.71 0 7
63492.57 0 6
63492.57 0 4
63492.57 0 2
63664 0 5
63664 0 3
64006.86 0 7
64006.86 0 5
64006.86 0 3
64178.29 0 6
64178.29 0 4
64178.29 0 2
64521.14 0 7
64521.14 0 3
64521.14 0 1
64864 0 6
64864 0 4
64864 0 2
65035.43 0 5
65035.43 0 3
65378.29 0 7
65378.29 0 4
65378.29 0 2
65549.70999999999 0 3
65549.70999999999 0 6
65549.70999999999 0 5
65721.14 0 2
65892.57 0 4
65892.57 0 1
65892.57 0 7
65978.29 0 2
66064 0 3
66149.71 0 5
66235.43 0 2
66321.14 0 3
66406.86 0 6
66492.57 0 7
66578.29 0 4
66664 0 2
66749.71 0 3
66835.43 0 5
66921.14 0 2
67006.86 0 3
67092.57 0 6
67178.29 0 7
67264 0 3
67349.71 0 1
67435.43 0 2
67521.14 0 4
67606.86 0 1
67692.57 0 2
67778.29 0 3
67864 0 1
67949.71 0 2
68035.43 0 5
68121.14 0 1
68206.86 0 2
68292.57 0 4
68378.29 0 5
68464 0 6
68549.71 0 7
68635.43 0 3
68721.14 0 1
68806.86 0 2
68892.57 0 4
68978.29 0 1
69064 0 2
69149.72 0 3
69235.43 0 1
69321.14 0 2
69406.86 0 5
69492.57 0 1
69578.29 0 2
69664 0 4
69749.72 0 5
69835.43 0 6
69921.14 0 7
70006.86 0 1
70092.57 0 5
70178.29 0 1
70264 0 5
70349.71 0 2
70435.43 0 6
70521.14 0 2
70606.86 0 6
70692.57 0 3
70778.29 0 7
70864 0 3
70949.71 0 7
71035.43 0 4
71378.29 0 1
71378.29 0 3
71549.71 0 4
71721.14 0 2
71721.14 0 5
71892.57 0 3
71978.29 0 1
72064 0 5
72235.43 0 1
72235.43 0 6
72406.86 0 2
72406.86 0 4
72578.29 0 5
72664 0 6
72749.71 0 1
72749.71 0 7
72921.14 0 4
73092.57 0 2
73092.57 0 6
73135.43 0 7
73264 0 6
73349.71 0 1
73435.43 0 4
73606.86 0 1
73606.86 0 6
73778.29 0 2
73778.29 0 5
73949.71 0 1
73949.71 0 3
74121.14 0 7
74121.14 0 1
74292.57 0 2
74464 0 6
74464 0 3
74635.43 0 1
74721.14 0 7
74806.86 0 3
74978.29 0 7
74978.29 0 4
75149.71 0 6
75149.71 0 2
75321.14 0 3
75406.86 0 4
75492.57 0 7
75492.57 0 5
75664 0 2
75835.43 0 6
75835.43 0 4
75878.29 0 5
76006.86 0 4
76092.57 0 7
76092.57 0 3
76178.29 0 2
76349.71 0 7
76349.71 0 1
76521.14 0 6
76521.14 0 5
76692.57 0 7
76692.57 0 4
76864 0 1
76864 0 3
77035.43 0 4
77206.86 0 5
77206.86 0 2
77378.29 0 3
77464 0 1
77549.71 0 5
77721.14 0 6
77721.14 0 1
77892.57 0 4
77892.57 0 2
78064 0 5
78149.71 0 6
78235.43 0 7
78235.43 0 1
78406.86 0 4
78578.29 0 6
78578.29 0 2
78621.14 0 7
78749.71 0 6
78835.43 0 1
78921.14 0 4
79092.57 0 6
79092.57 0 1
79264 0 5
79264 0 2
79435.43 0 3
79435.43 0 1
79606.86 0 1
79606.86 0 7
79778.29 0 2
79949.71 0 3
79949.71 0 6
80121.14 0 1
80206.86 0 7
80292.57 0 3
80464 0 4
80464 0 7
80635.43 0 2
80635.43 0 6
80806.86 0 3
80892.57 0 4
80978.29 0 5
80978.29 0 7
81149.71 0 2
81321.14 0 4
81321.14 0 6
81364 0 5
81492.57 0 4
81578.29 0 3
81578.29 0 7
81664 0 2
81835.43 0 1
81835.43 0 7
82006.86 0 6
82006.86 0 5
82178.29 0 7
82178.29 0 4
82349.71 0 3
82349.71 0 1
82521.14 0 4
82692.57 0 5
82692.57 0 2
82864 0 3
82949.71 0 1
83035.43 0 5
83206.86 0 6
83206.86 0 1
83378.29 0 4
83378.29 0 2
83549.71 0 5
83635.43 0 6
83721.14 0 7
83721.14 0 1
83892.57 0 4
84064 0 6
84064 0 2
84106.86 0 7
84235.43 0 6
84321.14 0 1
84406.86 0 4
84578.29 0 6
84578.29 0 1
84749.71 0 5
84749.71 0 2
84921.14 0 3
84921.14 0 1
85092.57 0 1
85092.57 0 7
85264 0 2
85435.43 0 3
85435.43 0 6
85606.86 0 1
85692.57 0 7
85778.29 0 3
85949.71 0 4
85949.71 0 7
86121.14 0 2
86121.14 0 6
86292.57 0 3
86378.29 0 4
86464 0 5
86464 0 7
86635.43 0 2
86806.86 0 4
86806.86 0 6
86849.71 0 5
86978.29 0 4
87064 0 3
87064 0 7
87149.71 0 2
87321.14 0 1
87321.14 0 7
87492.57 0 5
87492.57 0 6
87664 0 4
87664 0 7
87835.43 0 3
87835.43 0 1
88006.86 0 4
88178.29 0 2
88178.29 0 5
88349.71 0 3
88435.43 0 1
88521.14 0 5
88692.57 0 1
88692.57 0 6
88864 0 2
88864 0 4
89035.43 0 5
89121.14 0 6
89206.86 0 1
89206.86 0 7
89378.29 0 4
89549.71 0 2
89549.71 0 6
89592.57 0 7
89721.14 0 6
89806.86 0 1
89892.57 0 4
90064 0 1
90064 0 6
90235.43 0 2
90235.43 0 5
90406.86 0 1
90406.86 0 3
90578.29 0 7
90578.29 0 1
90749.71 0 2
90921.14 0 6
90921.14 0 3
91092.57 0 1
91178.29 0 7
91264 0 3
91435.43 0 7
91435.43 0 4
91606.86 0 6
91606.86 0 2
91778.29 0 3
91864 0 4
91949.71 0 7
91949.71 0 5
92121.14 0 2
92292.57 0 6
92292.57 0 4
92335.43 0 5
92464 0 4
92549.71 0 7
92549.71 0 3
92635.43 0 2
92806.86 0 7
92806.86 0 1
92978.29 0 4
93321.14 0 4
93321.14 0 6
93321.14 0 1
93664 0 2
93664 0 6
93664 0 4
93835.43 0 7
93835.43 0 3
93921.14 0 1
94178.29 0 7
94178.29 0 3
94178.29 0 1
94349.71 0 2
94349.71 0 6
94349.71 0 4
94692.57 0 5
94692.57 0 3
94692.57 0 1
95035.43 0 2
95035.43 0 3
95035.43 0 5
95206.86 0 6
95206.86 0 4
95292.57 0 1
95549.71 0 1
95549.71 0 4
95549.71 0 6
95721.14 0 7
95721.14 0 5
95721.14 0 2
95892.57 0 1
96064 0 3
96064 0 5
96064 0 7
96406.86 0 4
96406.86 0 2
96406.86 0 6
96578.29 0 5
96578.29 0 3
96664 0 7
96921.14 0 5
96921.14 0 3
96921.14 0 7
97092.57 0 6
97092.57 0 2
97092.57 0 4
97435.43 0 7
97435.43 0 3
97435.43 0 1
97778.29 0 6
97778.29 0 4
97778.29 0 2
97949.71 0 5
97949.71 0 3
98035.43 0 7
98292.57 0 7
98292.57 0 4
98292.57 0 2
98464 0 5
98464 0 3
98464 0 6
98635.43 0 7
98635.43 0 2
98806.86 0 6
98806.86 0 1
98806.86 0 4
99149.71 0 6
99149.71 0 2
99149.71 0 4
99321.14 0 3
99321.14 0 7
99406.86 0 1
99664 0 7
99664 0 1
99664 0 3
99835.43 0 4
99835.43 0 2
99835.43 0 6
100178.29 0 3
100178.29 0 1
100178.29 0 5
100521.14 0 3
100521.14 0 2
100521.14 0 5
100692.57 0 4
100692.57 0 6
100778.29 0 1
101035.43 0 6
101035.43 0 1
101035.43 0 4
101206.86 0 7
101206.86 0 2
101206.86 0 5
101378.29 0 1
101549.71 0 5
101549.71 0 7
101549.71 0 3
101892.57 0 4
101892.57 0 6
101892.57 0 2
102064 0 3
102064 0 5
102149.71 0 7
102406.86 0 5
102406.86 0 7
102406.86 0 3
102578.29 0 4
102578.29 0 6
102578.29 0 2
102921.14 0 6
102921.14 0 3
102921.14 0 1
103092.57 0 7
103178.29 0 6
103264 0 4
103264 0 2
103349.71 0 7
103435.43 0 3
103435.43 0 5
103435.43 0 6
103606.86 0 7
103692.57 0 6
103778.29 0 4
103778.29 0 2
103864 0 7
103949.71 0 6
104292.57 0 4
104292.57 0 1
104292.57 0 6
104635.43 0 6
104635.43 0 2
104635.43 0 4
104806.86 0 3
104806.86 0 7
104892.57 0 1
105149.71 0 3
105149.71 0 1
105149.71 0 7
105321.14 0 6
105321.14 0 2
105321.14 0 4
105664 0 5
105664 0 1
105664 0 3
106006.86 0 5
106006.86 0 2
106006.86 0 3
106178.29 0 4
106178.29 0 6
106264 0 1
106521.14 0 4
106521.14 0 1
106521.14 0 6
106692.57 0 7
106692.57 0 2
106692.57 0 5
106864 0 1
107035.43 0 5
107035.43 0 7
107035.43 0 3
107378.29 0 4
107378.29 0 6
107378.29 0 2
107549.71 0 3
107549.71 0 5
107635.43 0 7
107892.57 0 5
107892.57 0 7
107892.57 0 3
108064 0 4
108064 0 6
108064 0 2
108406.86 0 3
108406.86 0 1
108406.86 0 7
108749.71 0 4
108749.71 0 6
108749.71 0 2
108921.14 0 3
108921.14 0 5
109006.86 0 7
109264 0 4
109264 0 7
109264 0 2
109435.43 0 3
109435.43 0 6
109435.43 0 5
109606.86 0 2
109606.86 0 7
109778.29 0 1
109778.29 0 4
109778.29 0 6
110121.14 0 2
110121.14 0 4
110121.14 0 6
110292.57 0 7
110292.57 0 3
110378.29 0 1
110635.43 0 3
110635.43 0 7
110635.43 0 1
110806.86 0 2
110806.86 0 4
110806.86 0 6
111149.71 0 1
111149.71 0 3
111149.71 0 5
111492.57 0 3
111492.57 0 5
111492.57 0 2
111664 0 6
111664 0 4
111749.71 0 1
112006.86 0 1
112006.86 0 6
112006.86 0 4
112178.29 0 2
112178.29 0 7
112178.29 0 5
112349.71 0 1
112521.14 0 5
112521.14 0 3
112521.14 0 7
112864 0 2
112864 0 4
112864 0 6
113035.43 0 5
113035.43 0 3
113121.14 0 7
113378.29 0 7
113378.29 0 5
113378.29 0 3
113549.71 0 2
113549.71 0 4
113549.71 0 6
113892.57 0 3
113892.57 0 6
113892.57 0 1
114064 0 7
114149.71 0 6
114235.43 0 2
114235.43 0 4
114321.14 0 7
114406.86 0 5
114406.86 0 3
114406.86 0 6
114578.29 0 7
114664 0 6
114749.71 0 2
114749.71 0 4
114835.43 0 7
114921.14 0 6
115264 0 4
115264 0 1
115264 0 7
115349.72 0 5
115521.14 0 4
115606.86 0 5
115778.29 0 3
115864 0 2
116035.43 0 3
116121.14 0 2
116292.57 0 3
116464 0 2
116635.43 0 5
116721.14 0 6
116892.57 0 5
116978.29 0 6
117149.72 0 3
117235.43 0 4
117406.86 0 3
117492.57 0 4
117664 0 3
117835.43 0 4
118006.86 0 3
118092.57 0 5
118264 0 3
118349.72 0 5
118521.14 0 4
118606.86 0 2
118778.29 0 4
118864 0 2
119035.43 0 4
119206.86 0 2
119378.29 0 4
119464 0 6
119635.43 0 4
119721.14 0 6
119892.57 0 3
119978.29 0 5
120149.72 0 3
120235.43 0 5
120406.86 0 3
120578.29 0 5
120749.72 0 7
120749.72 0 1
121092.57 0 1
121092.57 0 7
121264 0 2
121264 0 6
121606.86 0 2
121606.86 0 6
121778.29 0 3
121778.29 0 5
122121.14 0 3
122121.14 0 5
122464 0 3
122464 0 5
122635.43 0 2
122635.43 0 6
122978.29 0 2
122978.29 0 6
123149.72 0 1
123149.72 0 7
123492.57 0 3
123492.57 0 7
123835.43 0 2
123835.43 0 6
124006.86 0 3
124006.86 0 7
124349.72 0 3
124349.72 0 7
124521.14 0 2
124521.14 0 6
124864 0 1
124864 0 5
125206.86 0 2
125206.86 0 6
125378.29 0 3
125378.29 0 7
125721.14 0 2
125721.14 0 6
125892.57 0 4
126235.43 0 4
126235.43 0 1
126235.43 0 6
126578.29 0 6
126578.29 0 2
126578.29 0 4
126749.72 0 7
126749.72 0 3
127092.57 0 3
127092.57 0 7
127092.57 0 1
127264 0 2
127264 0 6
127264 0 4
127606.86 0 5
127606.86 0 1
127606.86 0 3
127949.72 0 3
127949.72 0 5
127949.72 0 2
128121.14 0 6
128121.14 0 4
128464 0 4
128464 0 1
128464 0 6
128635.43 0 5
128635.43 0 2
128635.43 0 7
128978.29 0 5
128978.29 0 7
128978.29 0 3
129321.14 0 2
129321.14 0 6
129321.14 0 4
129492.57 0 5
129492.57 0 3
129835.43 0 7
129835.43 0 5
129835.43 0 3
130006.86 0 6
130006.86 0 4
130006.86 0 2
130349.72 0 3
130349.72 0 7
130349.72 0 1
130692.57 0 2
130692.57 0 6
130692.57 0 4
130864 0 5
130864 0 3
131206.86 0 7
131206.86 0 4
131206.86 0 2
131378.29 0 5
131378.29 0 3
131378.29 0 6
131549.72 0 2
131721.14 0 4
131721.14 0 1
131721.14 0 6
132064 0 4
132064 0 2
132064 0 6
132235.43 0 3
132235.43 0 7
132578.29 0 7
132578.29 0 3
132578.29 0 1
132749.71 0 6
132749.71 0 2
132749.71 0 4
133092.57 0 5
133092.57 0 1
133092.57 0 3
133435.43 0 3
133435.43 0 2
133435.43 0 5
133606.86 0 4
133606.86 0 6
133949.71 0 4
133949.71 0 1
133949.71 0 6
134121.14 0 2
134121.14 0 5
134121.14 0 7
134464 0 7
134464 0 3
134464 0 5
134806.86 0 4
134806.86 0 6
134806.86 0 2
134978.29 0 3
134978.29 0 5
135321.14 0 7
135321.14 0 3
135321.14 0 5
135492.57 0 4
135492.57 0 6
135492.57 0 2
135835.43 0 7
135835.43 0 1
135835.43 0 3
136178.29 0 4
136178.29 0 6
136178.29 0 2
136349.71 0 3
136349.71 0 5
136692.57 0 2
136692.57 0 7
136692.57 0 4
136864 0 6
136864 0 5
136864 0 3
137035.43 0 2
137206.86 0 4
137206.86 0 7
137206.86 0 1
137292.57 0 2
137378.29 0 3
137464 0 5
137549.72 0 2
137635.43 0 3
137721.14 0 6
137806.86 0 7
137892.57 0 4
137978.29 0 2
138064 0 3
138149.72 0 5
138235.43 0 2
138321.14 0 3
138406.86 0 6
138492.57 0 7
138578.29 0 3
138664 0 1
138749.72 0 2
138835.43 0 4
138921.14 0 1
139006.86 0 2
139092.57 0 3
139178.29 0 1
139264 0 2
139349.72 0 5
139435.43 0 1
139521.14 0 2
139606.86 0 4
139692.57 0 5
139778.29 0 6
139864 0 7
139949.72 0 3
140035.43 0 1
140121.14 0 2
140206.86 0 4
140292.57 0 1
140378.29 0 2
140464 0 3
140549.72 0 1
140635.43 0 2
140721.14 0 5
140806.86 0 1
140892.57 0 2
140978.29 0 4
141064 0 5
141149.72 0 6
141235.43 0 7
141321.14 0 1
141406.86 0 5
141492.57 0 1
141578.29 0 5
141664 0 2
141749.72 0 6
141835.43 0 2
141921.14 0 6
142006.86 0 3
142092.57 0 7
142178.29 0 3
142264 0 7
142349.72 0 4
142692.57 0 3
142692.57 0 7
142778.29 0 1
142864 0 2
142949.71 0 4
143035.43 0 1
143035.43 0 6
143121.14 0 2
143206.86 0 4
143292.57 0 5
143549.71 0 7
143721.14 0 6
144064 0 7
144064 0 4
144149.71 0 1
144235.43 0 5
144321.14 0 4
144406.86 0 6
144406.86 0 1
144492.57 0 2
144578.29 0 3
144664 0 4
144921.14 0 7
145092.57 0 6
145435.43 0 5
145435.43 0 1
145521.14 0 3
145606.86 0 4
145692.57 0 6
145778.29 0 3
145778.29 0 2
145864 0 4
145949.71 0 6
146035.43 0 7
146292.57 0 1
146464 0 2
146806.86 0 1
146806.86 0 3
146892.57 0 4
146978.29 0 5
147064 0 6
147149.71 0 2
147149.71 0 4
147235.43 0 5
147321.14 0 6
147406.86 0 7
147492.57 0 3
147578.29 0 5
147664 0 1
147664 0 6
147749.71 0 4
147835.43 0 7
147835.43 0 2
147921.14 0 6
148006.86 0 5
148092.57 0 4
148178.29 0 3
148178.29 0 7
148264 0 1
148349.71 0 2
148435.43 0 4
148521.14 0 1
148521.14 0 6
148606.86 0 2
148692.57 0 4
148778.29 0 5
149035.43 0 7
149206.86 0 6
149549.71 0 7
149549.71 0 4
149635.43 0 1
149721.14 0 5
149806.86 0 4
149892.57 0 6
149892.57 0 1
149978.29 0 2
150064 0 3
150149.71 0 4
150406.86 0 7
150578.29 0 6
150921.14 0 5
150921.14 0 1
151006.86 0 3
151092.57 0 4
151178.29 0 6
151264 0 3
151264 0 2
151349.71 0 4
151435.43 0 6
151521.14 0 7
151778.29 0 1
151949.71 0 2
152292.57 0 1
152292.57 0 3
152378.29 0 4
152464 0 5
152549.71 0 6
152635.43 0 2
152635.43 0 4
152721.14 0 5
152806.86 0 6
152892.57 0 7
152978.29 0 3
153064 0 5
153149.71 0 1
153149.71 0 6
153235.43 0 4
153321.14 0 2
153321.14 0 7
153406.86 0 6
153492.57 0 5
153578.29 0 4
153664 0 3
153664 0 7
153749.71 0 1
153835.43 0 2
153921.14 0 4
154006.86 0 1
154006.86 0 6
154092.57 0 2
154178.29 0 3
154264 0 4
154349.71 0 6
154435.43 0 5
154521.14 0 4
154521.14 0 1
154692.57 0 4
154692.57 0 2
154864 0 5
154949.71 0 6
155035.43 0 7
155035.43 0 4
155121.14 0 1
155206.86 0 5
155292.57 0 4
155378.29 0 6
155378.29 0 1
155464 0 2
155549.71 0 3
155635.43 0 4
155721.14 0 7
155806.86 0 6
155892.57 0 5
155892.57 0 1
155978.29 0 4
156064 0 6
156064 0 2
156149.71 0 5
156235.43 0 4
156321.14 0 6
156406.86 0 3
156406.86 0 7
156492.57 0 1
156578.29 0 2
156664 0 4
156749.71 0 1
156749.71 0 6
156835.43 0 2
156921.14 0 3
157006.86 0 4
157092.57 0 6
157178.29 0 5
157264 0 4
157264 0 1
157435.43 0 4
157435.43 0 2
157606.86 0 5
157692.57 0 6
157778.29-158121.15 0 3
157778.29 0 7
158121.14-158464 0 5
158121.14 0 6
158464-158806.86 0 4
158635.43 0 7
158806.86 0 6
158806.86-159149.71999999997 0 2
159149.71 0 7
159149.71 0 3
159235.43 0 1
159321.14 0 2
159406.86 0 4
159492.57 0 6
159492.57 0 1
159578.29 0 2
159664 0 3
159749.71 0 4
159835.43 0 6
159921.14 0 5
160006.86 0 1
160006.86 0 4
160178.29 0 2
160178.29 0 4
160349.71 0 5
160435.43 0 6
160521.14 0 7
160521.14 0 4
160606.86 0 1
160692.57 0 5
160778.29 0 4
160864 0 6
160864 0 1
160949.71 0 2
161035.43 0 3
161121.14 0 4
161206.86 0 7
161292.57 0 6
161378.29 0 1
161378.29 0 5
161464 0 4
161549.71 0 2
161549.71 0 6
161635.43 0 5
161721.14 0 4
161806.86 0 6
161892.57 0 7
161892.57 0 3
161978.29 0 1
162064 0 2
162149.71 0 4
162235.43 0 6
162235.43 0 1
162321.14 0 2
162406.86 0 3
162492.57 0 4
162578.29 0 6
162664 0 5
162749.71 0 1
162749.71 0 4
162921.14 0 2
162921.14 0 4
163092.57 0 5
163178.29 0 6
