###FILE ALREADY PARSED###
35079.28 0 3
35236.35 0 6
35393.42 0 5
35550.49 0 5
35550.49 0 1
35707.56 0 4
35864.62 0 1
35864.62 0 5
35864.62 0 7
36021.69 0 4
36178.76 0 3
36178.76 0 7
36335.83 0 6
36335.83 0 1
36335.83 0 2
36492.89 0 7
36492.89 0 1
36649.96 0 6
36807.03 0 2
36885.57 0 6
36964.1 0 1
37003.37 0 3
37042.63 0 5
37081.9 0 7
37121.17 0 4
37121.17 0 6
37121.17 0 2
37278.24 0 1
37278.24 0 5
37278.24 0 3
37592.37 0 3
37592.37 0 7
37592.37 0 5
37906.51 0 1
37906.51 0 5
37906.51 0 3
38063.58 0 1
38063.58 0 5
38063.58 0 3
38377.71 0 7
38377.71 0 2
38534.78 0 6
38534.78 0 1
38613.31 0 7
38691.85 0 5
38691.85 0 2
38848.92 0 4
39005.98 0 7
39005.98 0 2
39163.05 0 6
39163.05 0 1
39241.59 0 7
39320.12 0 5
39320.12 0 4
39477.19 0 3
39634.26 0 7
39634.26 0 1
39791.32 0 6
39791.32 0 4
39869.86 0 7
39948.39 0 5
39948.39 0 3
40105.46 0 7
40105.46 0 2
40262.53 0 5
40262.53 0 3
40419.6 0 7
40419.6 0 1
40576.67 0 7
40576.67 0 3
40733.73 0 4
40890.8 0 1
40890.8 0 6
41047.87 0 2
41047.87 0 4
41126.4 0 1
41204.94 0 3
41204.94 0 5
41362 0 6
41519.07 0 1
41519.07 0 5
41676.14 0 2
41676.14 0 4
41754.68 0 1
41833.21 0 3
41833.21 0 7
41990.28 0 5
42147.35 0 1
42147.35 0 4
42304.41 0 2
42304.41 0 7
42382.95 0 1
42461.48 0 3
42461.48 0 6
42540.02 0 2
42618.55 0 3
42618.55 0 5
42697.08 0 1
42775.62 0 3
42775.62 0 6
42854.15 0 2
42932.69 0 3
42932.69 0 4
43011.22 0 2
43089.75 0 1
43089.75 0 5
43246.82 0 6
43403.89 0 2
43403.89 0 7
43560.96 0 1
43560.96 0 6
43639.49 0 7
43718.03 0 2
43718.03 0 5
43875.09 0 4
44032.16 0 2
44032.16 0 7
44189.23 0 1
44189.23 0 6
44267.76 0 7
44346.3 0 4
44346.3 0 5
44503.37 0 3
44660.44 0 1
44660.44 0 7
44817.5 0 4
44817.5 0 6
44896.04 0 7
44974.57 0 3
44974.57 0 5
45131.64 0 2
45131.64 0 7
45288.71 0 3
45288.71 0 5
45445.78 0 1
45445.78 0 7
45602.84 0 3
45602.84 0 7
45759.91 0 4
45916.98 0 1
45995.51 0 3
46074.05 0 4
46152.58 0 2
46231.12 0 3
46309.65 0 5
46388.18 0 2
46466.72 0 4
46545.25 0 5
46623.79 0 3
46702.32 0 4
46780.85 0 6
46859.39 0 3
46937.92 0 4
47016.46 0 5
47094.99 0 6
47173.52 0 1
47173.52-48430.06 0 7
47330.59 0 1
47409.13 0 3
47487.66 0 6
47566.19 0 4
47644.73 0 1
47723.26 0 6
47801.8 0 4
47880.33 0 6
47958.86 0 4
48037.4 0 1
48115.93 0 3
48273 0 6
48351.53 0 5
48390.8 0 3
48430.07 0 1
48430.07 0 4
48587.14 0 2
48587.14 0 7
48665.67 0 1
48744.2 0 3
48744.2 0 6
49058.34 0 1
49058.34 0 4
49215.41 0 2
49215.41 0 7
49293.94 0 1
49372.48 0 3
49372.48 0 6
49451.01 0 7
49529.55 0 6
49608.08 0 7
49686.61 0 1
49686.61 0 4
49843.68 0 2
49843.68 0 7
49922.22 0 1
50000.75 0 3
50000.75 0 6
50157.82 0 1
50157.82 0 7
50314.89 0 3
50314.89 0 6
50393.42 0 5
50471.95 0 1
50471.95 0 4
50550.49 0 5
50629.02 0 1
50629.02 0 3
50707.56 0 4
50786.09 0 5
50864.62 0 3
50943.16 0 7
50943.16 0 1
51021.69 0 2
51100.23 0 6
51100.23 0 4
51139.49 0 7
51178.76 0 6
51218.03 0 7
51257.29 0 5
51257.29 0 3
51414.36 0 4
51571.43 0 7
51571.43 0 3
51649.96 0 2
51728.5 0 6
51728.5 0 4
51807.03 0 7
51885.57 0 5
51885.57 0 2
52042.63 0 3
52199.7 0 7
52356.77 0 6
52435.3 0 7
52513.84 0 5
52592.37 0 6
52670.91 0 5
52670.91 0 2
52749.44 0 7
52749.44 0 3
52827.97 0 5
52827.97 0 4
52906.51 0 6
52906.51 0 3
52985.04 0 5
52985.04 0 2
53063.58 0 6
53063.58 0 3
53142.11 0 1
53142.11 0 7
53220.64 0 2
53299.18 0 3
53377.71 0 4
53416.98 0 5
53456.25 0 1
53456.25 0 6
53613.31 0 2
53691.85 0 1
53691.85 0 5
53770.38 0 3
53927.45 0 4
54084.52 0 1
54241.59 0 2
54241.59 0 5
54320.12 0 1
54320.12 0 6
54398.65 0 3
54398.65 0 7
54477.19 0 6
54555.72 0 5
54634.26 0 4
54712.79 0 1
54712.79 0 5
54869.86 0 2
54869.86 0 4
54948.39 0 1
54948.39 0 6
55026.93 0 3
55105.46 0 4
55184 0 1
55184 0 7
55341.06 0 3
55341.06 0 7
55419.6 0 5
55498.13 0 1
55498.13 0 7
55576.67 0 6
55615.93 0 5
55655.2 0 1
55655.2 0 7
55694.47 0 6
55733.73 0 5
55969.34 0 7
55969.34 0 3
56126.4 0 6
56204.94 0 7
56204.94 0 2
56283.47 0 5
56440.54 0 1
56597.61 0 7
56597.61 0 4
56754.68 0 6
56833.21 0 7
56833.21 0 3
56911.74 0 5
57068.81 0 2
57225.88 0 7
57225.88 0 4
57382.95 0 6
57461.48 0 7
57540.02 0 5
57618.55 0 6
57697.08 0 5
57775.62 0 7
57854.15 0 5
57854.15 0 1
57932.69 0 6
57932.69 0 3
58011.22 0 5
58011.22 0 1
58089.75 0 6
58089.75 0 3
58168.29 0 1
58168.29 0 7
58246.82 0 3
58325.36 0 1
58403.89 0 3
58482.42 0 1
58482.42 0 5
58639.49 0 2
58718.03 0 1
58796.56 0 4
58796.56 0 7
58953.63 0 5
59110.7 0 1
59110.7 0 6
59189.23 0 7
59267.76 0 2
59267.76 0 6
59346.3 0 1
59346.3 0 5
59424.83 0 4
59424.83 0 6
59503.37 0 3
59581.9 0 4
59581.9 0 7
59660.44 0 3
59738.97 0 4
59738.97 0 6
59817.5 0 7
59896.04 0 1
59896.04 0 6
59974.57 0 2
59974.57 0 5
60053.11 0 1
60053.11 0 6
60131.64 0 7
60210.17 0 1
60210.17 0 6
60288.71 0 5
60367.24 0 4
60367.24 0 6
60445.78 0 3
60524.31 0 4
60524.31 0 6
60563.58 0 3
60602.84 0 4
60642.11 0 3
60681.38 0 1
60681.38 0 5
60838.45 0 1
60838.45 0 4
60877.71 0 2
60916.98 0 1
60995.51 0 7
60995.51 0 3
61074.05 0 3
61152.58 0 6
61231.12 0 7
61231.12 0 3
61309.65 0 4
61388.18 0 2
61466.72 0 6
61466.72 0 3
61545.25 0 7
61623.79 0 4
61702.32 0 1
61780.85 0 6
61780.85 0 1
61859.39 0 7
61859.39 0 2
61937.92 0 4
61937.92 0 3
62016.46 0 5
62016.46 0 2
62094.99 0 4
62094.99 0 1
62173.52 0 5
62212.79 0 4
62252.06 0 7
62252.06 0 2
62330.59 0 1
62409.13 0 6
62409.13 0 2
62487.66 0 7
62487.66 0 3
62566.19 0 4
62644.73 0 5
62644.73 0 3
62723.26 0 4
62723.26 0 1
62801.8 0 2
62880.33 0 5
62880.33 0 3
62958.86 0 4
62958.86 0 2
63037.4 0 5
63115.93 0 3
63194.47 0 7
63233.73 0 6
63273 0 7
63312.27 0 6
63351.53 0 7
63351.53 0 3
63390.8 0 6
63430.07 0 7
63430.07 0 4
63469.34 0 6
63508.6 0 1
63508.6 0 7
63665.67 0 2
63744.2 0 1
63744.2 0 6
63822.74 0 4
63979.81 0 5
64136.87 0 1
64136.87 0 6
64293.94 0 2
64293.94 0 7
64372.48 0 1
64372.48-64765.15 0 6
64451.01 0 4
64529.54 0 3
64608.08 0 4
64686.61 0 3
64765.15 0 4
64765.15 0 7
64869.86 0 6
64922.22 0 1
64974.57 0 5
65000.75 0 2
65079.28 0 1
65079.28 0 4
65184 0 5
65236.35 0 1
65288.71 0 6
65393.42 0 4
65393.42 0 5
65471.95 0 3
65498.13 0 7
65550.48999999999 0 4
65589.75 0 3
65602.84 0 6
65629.01999999999 0 4
65668.29000000001 0 3
65707.56 0 1
65707.56 0 5
65812.27 0 6
65864.62 0 1
65903.89 0 2
65916.98 0 7
65943.16 0 1
66021.69 0 7
66021.69 0 3
66178.76 0 6
66257.29 0 7
66257.29-66964.09999999999 0 2
66335.83 0 4
66492.9 0 6
66571.43 0 7
66649.96 0 4
66807.03 0 6
66885.57 0 7
66964.1 0 4
66964.1 0 3
67042.63 0 5
67042.63 0 2
67121.17 0 4
67121.17 0 1
67199.7 0 5
67199.7 0 2
67238.97 0 4
67278.24 0 7
67278.24 0 3
67435.3 0 6
67513.84 0 7
67513.84 0 2
67592.37 0 4
67670.91 0 5
67749.44 0 4
67749.44 0 1
67906.51 0 5
67906.51 0 3
67985.04 0 4
68063.58 0 5
68220.64 0 7
68220.64 0 4
68259.91 0 6
68299.18 0 7
68338.45 0 6
68377.71 0 7
68416.98 0 6
68456.25 0 7
68495.51 0 6
68534.78 0 1
68534.78 0 5
68770.38 0 4
69005.98 0 1
69005.98 0 3
69163.05 0 1
69320.12 0 5
69398.65 0 6
69477.19 0 7
69555.72 0 6
69634.26 0 1
69634.26 0 5
69712.79 0 3
69791.33 0 4
69948.39 0 1
69948.39 0 2
70026.93 0 5
70105.46 0 1
70184 0 2
70262.53 0 6
70419.6 0 6
70498.13 0 5
70576.66 0 6
70655.2 0 5
70694.47 0 4
70733.73 0 1
70733.73 0 6
70773 0 5
70812.27 0 4
71047.87 0 7
71047.87 0 5
71283.47 0 3
71519.07 0 7
71519.07 0 1
71676.14 0 7
71676.14 0 6
71911.74 0 4
72147.35 0 2
72147.35 0 7
72304.41 0 1
72304.41 0 5
72461.48 0 1
72540.02 0 2
72618.55 0 4
72697.08 0 3
72775.62 0 1
72854.15 0 4
72932.69 0 1
72932.69 0 7
73011.22 0 4
73011.22 0 5
73089.75 0 1
73089.75 0 7
73168.29 0 4
73168.29 0 5
73246.82 0 3
73246.82 0 7
73325.36 0 4
73325.36 0 5
73403.89 0 3
73403.89 0 7
73482.42 0 5
73482.42 0 2
73560.96 0 1
73560.96-74189.23000000001 0 4
73718.03 0 2
73796.56 0 1
73875.09 0 3
74189.23 0 1
74189.23-74503.37 0 7
74346.3 0 2
74424.83 0 1
74503.37 0 3
74503.37-74660.44 0 6
74660.44-74817.51000000001 0 7
74817.5 0 1
74817.5-75759.91 0 5
74974.57 0 2
75053.11 0 1
75131.64 0 3
75288.71 0 2
75367.24 0 1
75445.77 0 3
75602.84 0 1
75759.91 0 1
75759.91-75916.98000000001 0 3
75916.98-76074.05 0 2
76074.05 0 4
76074.05-76702.32 0 3
76074.05 0 6
76152.58 0 7
76231.12 0 6
76231.12 0 1
76309.65 0 7
76388.18 0 5
76545.25 0 4
76702.32 0 7
76702.32-77173.53000000001 0 1
76859.39 0 6
76859.39 0 2
76937.92 0 7
77016.46 0 5
77016.46 0 2
77173.52 0 5
77173.52-77330.59000000001 0 3
77330.59 0 2
77330.59-77801.79 0 4
77330.59 0 5
77487.66 0 6
77487.66 0 1
77566.19 0 7
77644.73 0 5
77723.26 0 6
77801.8 0 3
77801.8-78587.14 0 2
77801.8 0 5
77880.33 0 7
77958.86 0 5
78037.4 0 6
78115.93 0 5
78115.93 0 1
78194.47 0 6
78273 0 7
78273 0 1
78430.07 0 7
78587.14 0 1
78587.14-79215.41 0 4
78744.2 0 2
78822.74 0 1
78901.27 0 3
79215.41 0 1
79215.41-79529.55 0 7
79372.48 0 2
79451.01 0 1
79529.55 0 3
79529.55-79686.62000000001 0 6
79686.61-79843.68000000001 0 7
79843.68 0 1
79843.68-80786.09 0 5
80000.75 0 2
80079.28 0 1
80157.82 0 3
80314.88 0 2
80393.42 0 1
80471.95 0 3
80629.02 0 1
80786.09 0 1
80786.09-80943.16 0 3
80943.16-81100.23000000001 0 1
81100.23 0 7
81100.23-81728.5 0 2
81100.23 0 3
81257.29 0 6
81257.29 0 1
81335.83 0 7
81414.36 0 5
81571.43 0 3
81728.5 0 7
81728.5-82356.77 0 4
81885.57 0 6
81885.57 0 1
81964.1 0 7
82042.63 0 5
82042.63 0 1
82356.77 0 7
82356.77-82985.04000000001 0 2
82356.77 0 4
82356.77-83613.31 0 3
82513.84 0 6
82513.84 0 1
82592.37 0 7
82670.91 0 5
82749.44 0 6
82827.97 0 5
82827.97 0 4
82906.51 0 7
82985.04 0 5
82985.04-83613.31 0 1
83063.58 0 6
83142.11 0 5
83142.11 0 2
83220.64 0 6
83299.18 0 2
83299.18 0 7
83613.31 0 1
83613.31-84241.58 0 4
83770.38 0 2
83848.92 0 1
83927.45 0 3
84241.59 0 1
84241.59-84555.73 0 7
84398.65 0 2
84477.19 0 1
84555.72 0 3
84555.72-84712.79000000001 0 6
84712.79 0 3
84712.79-84869.86 0 7
84869.86 0 2
84869.86-85812.27 0 5
84948.39 0 1
85026.93 0 2
85105.46 0 1
85184 0 3
85341.06 0 2
85419.6 0 1
85498.13 0 3
85576.67 0 2
85655.2 0 1
85733.73 0 2
85812.27 0 1
85812.27-85969.34000000001 0 4
85969.34-86126.41 0 1
86126.4 0 7
86126.4-86754.67 0 3
86126.4 0 4
86283.47 0 6
86283.47 0 1
86362.01 0 7
86440.54 0 5
86597.61 0 4
86754.68 0 7
86754.68-87225.89 0 1
86911.74 0 6
86911.74 0 2
86990.28 0 7
87068.81 0 5
87068.81 0 2
87147.35 0 6
87225.88 0 5
87225.88-87382.95000000001 0 3
87265.15 0 6
87304.41 0 5
87343.68 0 6
87382.95 0 2
87382.95-87854.15 0 4
87382.95 0 7
87540.02 0 6
87540.02 0 1
87618.55 0 7
87697.08 0 5
87775.62 0 6
87854.15 0 3
87854.15-88639.48999999999 0 2
87854.15 0 5
87932.69 0 7
88011.22 0 5
88089.75 0 6
88168.29 0 5
88168.29 0 1
88246.82 0 6
88325.36 0 7
88325.36 0 1
88639.49 0 1
88639.49-89267.76000000001 0 4
88796.56 0 2
88875.09 0 1
88953.63 0 3
89267.76 0 1
89267.76-89581.9 0 7
89424.83 0 2
89503.37 0 1
89581.9 0 3
89581.9-89738.97 0 6
89738.97-89896.04000000001 0 7
89896.04 0 1
89896.04-90838.45 0 5
90053.11 0 2
90131.64 0 1
90210.17 0 3
90367.24 0 2
90445.78 0 1
90524.31 0 3
90681.38 0 1
90838.45 0 1
90838.45-90995.52 0 3
90995.51-91152.58 0 1
91152.58 0 7
91152.58-91780.85 0 2
91309.65 0 6
91388.18 0 7
91466.72 0 5
91780.85 0 7
91780.85-92409.12000000001 0 4
91937.92 0 6
92016.46 0 7
92094.99 0 5
92409.13 0 7
92409.13-93037.40000000001 0 2
92409.13-93665.67 0 3
92566.19 0 6
92644.73 0 7
92723.26 0 5
92801.8 0 6
92880.33 0 5
92958.86 0 7
93037.4 0 5
93037.4-93665.67 0 1
93115.93 0 6
93194.47 0 5
93273 0 6
93351.53 0 7
93665.67 0 1
93665.67 0 4
93822.74 0 2
93822.74 0 5
93901.27 0 1
93979.81 0 3
93979.81 0 6
94136.87 0 7
94293.94 0 1
94451.01 0 2
94451.01 0 7
94529.54 0 1
94608.08 0 3
94608.08 0 6
94765.15 0 3
94765.15 0 6
94922.22 0 2
94922.22 0 5
95000.75 0 1
95079.28 0 2
95079.28 0 5
95157.82 0 1
95236.35 0 3
95236.35 0 4
95393.42 0 2
95393.42 0 4
95471.95 0 1
95550.49 0 3
95550.49 0 5
95629.02 0 2
95629.02 0 6
95707.56 0 1
95707.56 0 5
95786.09 0 2
95864.62 0 1
95864.62 0 4
96021.69 0 4
96178.76 0 7
96178.76 0 3
96335.83 0 6
96335.83 0 2
96414.36 0 7
96492.9 0 5
96492.9 0 3
96649.96 0 4
96807.03 0 7
96964.1 0 6
96964.1 0 4
97042.63 0 7
97121.17 0 5
97121.17 0 3
97199.7 0 6
97278.24 0 5
97278.24 0 3
97317.5 0 6
97356.77 0 5
97396.04 0 6
97435.3 0 7
97435.3 0 2
97592.37 0 6
97592.37 0 2
97670.91 0 7
97749.44 0 5
97749.44 0 1
97827.97 0 6
97906.51 0 5
97906.51 0 1
97985.04 0 7
98063.58 0 5
98063.58 0 2
98142.11 0 6
98142.11 0 3
98220.64 0 5
98220.64 0 2
98299.18 0 6
98377.71 0 7
98377.71 0 1
98691.85 0 1
98691.85 0 4
98848.91 0 2
98848.92 0 5
98927.45 0 1
99005.98 0 3
99005.98 0 6
99163.05 0 7
99320.12 0 1
99477.18 0 2
99477.19 0 7
99555.72 0 1
99634.26 0 3
99634.26 0 6
99712.79 0 2
99791.33 0 3
99791.33 0 6
99869.86 0 2
99948.39 0 3
99948.39 0 5
100105.46 0 5
100105.46 0 1
100183.99 0 2
100262.53 0 4
100262.53 0 1
100419.59 0 1
100419.6 0 4
100576.67 0 3
100576.67 0 5
100655.2 0 2
100655.2 0 6
100733.73 0 3
100733.73 0 5
100773 0 2
100812.27 0 3
100851.53 0 2
100890.8 0 4
100890.8 0 1
101047.87 0 4
101047.87 0 1
101087.13 0 2
101126.4 0 1
101204.93 0 7
101204.94 0 3
101362 0 6
101362.01 0 2
101440.54 0 7
101519.07 0 5
101519.07 0 3
101676.14 0 4
101676.14 0 6
101754.67 0 7
101833.21 0 5
101990.27 0 6
101990.28 0 4
102068.81 0 7
102147.35 0 5
102147.35 0 3
102225.88 0 6
102304.41 0 5
102304.41 0 3
102382.95 0 6
102422.22 0 5
102461.48 0 2
102461.48 0 7
102618.55 0 2
102618.55 0 6
102697.08 0 7
102775.62 0 5
102775.62 0 1
102854.15 0 6
102932.69 0 5
102932.69 0 1
103089.75 0 6
103089.75 0 2
103168.29 0 5
103168.29 0 3
103246.82 0 6
103246.82 0 2
103325.36 0 5
103403.89 0 1
103403.89 0 7
103443.15 0 6
103482.42 0 7
103521.69 0 6
103560.96 0 7
103718.03 0 6
103718.03 0 3
103875.09 0 5
104189.23 0 7
104503.37 0 5
104660.44 0 5
104974.57 0 5
104974.57 0 2
105131.64 0 4
105445.78 0 6
105759.91 0 4
105916.98 0 4
106231.12 0 3
106231.12 0 7
106388.18 0 2
106702.32 0 4
106859.39 0 6
107016.46 0 2
107173.52 0 2
107487.66 0 2
107487.66 0 5
107644.73 0 1
107958.86 0 3
108115.93 0 4
108273 0 1
108430.07 0 1
108744.2 0 2
108744.2 0 7
108901.27 0 1
108901.27 0 7
109058.34 0 3
109058.34 0 7
109215.41 0 1
109372.48 0 1
109372.48 0 6
109529.55 0 2
109529.55 0 6
109686.61 0 2
109686.61 0 6
109843.68 0 1
110000.75 0 2
110000.75 0 5
110157.82 0 1
110157.82 0 5
110314.89 0 3
110314.89 0 5
110471.95 0 1
110629.02 0 1
110629.02 0 7
110786.09 0 2
110786.09 0 7
110943.16 0 2
110943.16 0 5
111021.69 0 6
111100.23 0 1
111100.23 0 5
111257.29 0 2
111257.29 0 7
111414.36 0 1
111414.36 0 7
111571.43 0 3
111571.43 0 7
111728.5 0 1
111885.57 0 1
111885.57 0 6
112042.63 0 2
112042.63 0 6
112199.7 0 2
112199.7 0 6
112356.77 0 1
112513.84 0 2
112513.84 0 5
112670.91 0 1
112670.91 0 5
112827.97 0 3
112827.97 0 5
112985.04 0 1
113142.11 0 1
113142.11 0 7
113299.18 0 2
113299.18 0 7
113456.25 0 2
113456.25 0 5
113534.78 0 6
113613.31 0 5
113613.31 0 1
113770.38 0 6
113770.38 0 1
113927.45 0 5
113927.45 0 1
114084.52 0 7
114084.52 0 1
114241.59 0 5
114398.65 0 5
114398.65 0 2
114555.72 0 6
114555.72 0 2
114712.79 0 6
114712.79 0 2
114869.86 0 5
115026.93 0 6
115026.93 0 3
115184 0 5
115184 0 3
115341.06 0 7
115341.06 0 3
115498.13 0 5
115655.2 0 5
115655.2 0 1
115812.27 0 6
115812.27 0 1
115969.34 0 6
115969.34 0 3
116047.87 0 2
116126.4 0 5
116126.4 0 3
116283.47 0 6
116283.47 0 1
116440.54 0 5
116440.54 0 1
116597.61 0 7
116597.61 0 1
116754.68 0 5
116911.74 0 5
116911.74 0 2
117068.81 0 6
117068.81 0 2
117225.88 0 6
117225.88 0 2
117382.95 0 5
117540.02 0 6
117540.02 0 3
117697.08 0 5
117697.08 0 3
117854.15 0 7
117854.15 0 3
118011.22 0 5
118168.29 0 5
118168.29 0 1
118325.36 0 6
118325.36 0 1
118482.42 0 6
118482.42 0 3
118560.96 0 2
118639.49 0 3
118639.49 0 5
118796.56 0 4
118796.56 0 2
118796.56 0 7
118953.63 0 7
118953.63 0 1
119110.7 0 7
119110.7 0 3
119267.76 0 1
119424.83 0 6
119424.83 0 1
119581.9 0 6
119581.9 0 2
119738.97 0 6
119738.97 0 2
119896.04 0 1
120053.11-120995.52 0 4
120053.11 0 2
120053.11 0 5
120210.17 0 5
120210.17 0 1
120367.24 0 5
120367.24 0 3
120524.31 0 1
120681.38 0 7
120681.38 0 1
120838.45 0 7
120838.45 0 2
120995.51 0 5
120995.51 0 2
121074.05 0 6
121152.58 0 5
121152.58 0 1
121309.65 0 7
121309.65 0 2
121309.65 0 4
121466.72 0 7
121466.72 0 1
121623.79 0 7
121623.79 0 3
121780.85 0 1
121937.92 0 6
121937.92 0 1
122094.99 0 6
122094.99 0 2
122252.06 0 6
122252.06 0 2
122409.13 0 1
122566.19 0 5
122566.19 0 2
122566.19-123508.6 0 4
122723.26 0 5
122723.26 0 1
122880.33 0 5
122880.33 0 3
123037.4 0 1
123194.47 0 7
123194.47 0 1
123351.53 0 7
123351.53 0 2
123508.6 0 5
123508.6 0 2
123587.14 0 6
123665.67 0 5
123665.67 0 1
123822.74 0 1
123822.74 0 6
123822.74 0 4
123979.81 0 1
123979.81 0 5
124136.87 0 1
124136.87 0 7
124293.94 0 5
124451.01 0 2
124451.01 0 5
124608.08 0 2
124608.08 0 6
124765.15 0 2
124765.15 0 6
124922.22 0 5
125079.28-126021.69 0 4
125079.28 0 6
125079.28 0 3
125236.35 0 3
125236.35 0 5
125393.42 0 3
125393.42 0 7
125550.49 0 5
125707.56 0 1
125707.56 0 5
125864.62 0 1
125864.62 0 6
126021.69 0 3
126021.69 0 6
126100.23 0 2
126178.76 0 3
126178.76 0 5
126335.83-128848.92 0 1
126649.96-128848.91 0 2
126964.1-128848.92000000001 0 3
127278.24-128456.25 0 4
127592.37-128848.90999999999 0 5
127906.51-128848.92 0 6
128220.64-128848.91 0 7
128534.78-128848.92 0 4
128848.92-129477.19 0 3
128848.92 0 2
129005.98 0 4
129163.05 0 5
129477.19-129634.26000000001 0 7
129477.19 0 2
129634.26 0 4
129791.33-129948.40000000001 0 6
129791.33 0 5
129948.39-130105.46 0 7
130105.46-131047.87000000001 0 5
130105.46 0 2
130262.53 0 3
130419.6 0 6
130733.73 0 2
130890.8 0 3
131047.87-131204.94 0 4
131047.87 0 6
131204.94-131362.01 0 3
131362.01-131990.28 0 4
131362.01 0 1
131519.07 0 3
131676.14 0 5
131990.28-132461.48 0 2
131990.28 0 1
132147.35 0 3
132304.41 0 5
132461.48-132618.55000000002 0 4
132618.55-133089.75 0 5
132618.55 0 2
132775.62 0 4
132932.69 0 6
133089.75-133875.09 0 1
133246.82 0 2
133403.89 0 4
133560.96 0 6
133875.09 0 2
133875.09-134503.36 0 3
134032.16 0 4
134189.23 0 5
134503.37 0 2
134503.37-134660.44 0 7
134660.44 0 4
134817.5 0 5
134817.5-134974.57 0 6
134974.57-135131.64 0 7
135131.64 0 2
135131.64-136074.05000000002 0 5
135288.71 0 3
135445.78 0 6
135759.91 0 2
135916.98 0 3
136074.05 0 6
136074.05-136231.12 0 4
136231.12-136388.19 0 3
136388.18 0 1
136388.18-137016.44999999998 0 4
136545.25 0 3
136702.32 0 5
137016.45 0 1
137016.45-137487.65000000002 0 2
137173.52 0 3
137330.59 0 5
137487.66-137644.73 0 4
137644.73 0 2
137644.73-138273 0 5
137801.8 0 4
137958.86 0 6
138273 0 2
138273-138901.27 0 7
138430.07 0 4
138587.14 0 6
138901.27 0 4
138901.27-139529.53999999998 0 3
138901.27-139529.53999999998 0 5
139529.55-139686.62 0 7
139529.55-139686.62 0 1
139529.55 0 4
139843.68-140000.75 0 6
139843.68-140000.75 0 2
140000.75-140157.82 0 7
140000.75-140157.82 0 1
140157.82-141100.23 0 3
140157.82-141100.23 0 5
141100.23-141257.30000000002 0 6
141100.23-141257.30000000002 0 2
141257.29-141414.36000000002 0 5
141257.29-141414.36000000002 0 1
141414.36 0 4
141414.36-142042.62999999998 0 2
141414.36-142042.62999999998 0 6
142042.63 0 4
142042.63-142513.83000000002 0 1
142042.63-142513.83000000002 0 5
142513.84-142670.91 0 6
142513.84-142670.91 0 2
142670.91-143142.11000000002 0 7
142670.91-143142.11000000002 0 3
143142.11-143927.44999999998 0 5
